STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
48,113,14408,4137,32.826144,-97.004981
48,113,14501,3169,32.83088,-96.968809
48,113,14502,4932,32.822515,-96.95572
48,113,14601,2595,32.833038,-96.949857
48,113,14602,4500,32.826333,-96.938572
48,113,14603,1943,32.824145,-96.946517
48,113,14701,4666,32.833172,-96.926843
48,113,14702,3898,32.825224,-96.929388
48,113,14703,1929,32.819651,-96.930047
48,113,14901,1393,32.810918,-96.955718
48,113,14902,2416,32.810548,-96.936593
48,113,15000,7996,32.801877,-96.933516
48,113,15100,6509,32.79766,-96.950212
48,113,15202,3618,32.82071,-96.970255
48,113,15204,7438,32.790915,-96.96899
48,113,15205,4078,32.812494,-96.969468
48,113,15206,3938,32.805278,-96.968501
48,113,15303,2092,32.8002,-97.023589
48,113,15304,3461,32.808044,-97.000319
48,113,15305,4297,32.810339,-96.984313
48,113,15306,5020,32.797979,-96.984329
48,113,15401,6114,32.768267,-97.025212
48,113,15403,3008,32.755303,-97.02328
48,113,15404,4462,32.748581,-97.029146
48,113,15500,3550,32.751873,-97.009451
48,113,15600,5129,32.752718,-96.984124
48,113,15700,2579,32.754012,-96.969189
48,113,15800,2430,32.753892,-96.953282
48,113,15900,3731,32.737217,-96.990547
48,113,16001,4455,32.735958,-97.009806
48,113,16002,2855,32.737594,-96.999419
48,113,16100,3852,32.72813,-97.023516
48,113,16201,4393,32.724309,-97.005078
48,113,16202,7309,32.7143,-97.007932
48,113,16301,5955,32.71647,-96.983808
48,113,16302,2031,32.715423,-96.989384
48,113,16401,9995,32.691732,-97.023693
48,113,16406,4857,32.702566,-97.009718
48,113,16407,6703,32.704588,-96.996623
48,113,16408,7115,32.693165,-97.002738
48,113,16409,3377,32.681484,-96.996901
48,113,16410,4951,32.6635,-97.023778
48,113,16411,8935,32.647943,-97.026217
48,113,16412,4364,32.662559,-96.998042
48,113,16413,6809,32.663808,-97.009656
48,113,16502,6849,32.667933,-96.906615
48,113,16509,5565,32.63457,-96.915621
48,113,16510,11035,32.647279,-96.957281
48,113,16511,4259,32.6265,-96.95036
48,113,16513,5079,32.632239,-96.935404
48,113,16514,7428,32.614837,-96.94672
48,113,16516,5504,32.655776,-96.8996
48,113,16517,4279,32.639995,-96.90171
48,113,16518,4912,32.654432,-96.91792
48,113,16519,2267,32.653576,-96.934268
48,113,16520,6953,32.687152,-96.910401
48,113,16521,5326,32.679029,-96.944834
48,113,16522,3068,32.600787,-96.961577
48,113,16523,4734,32.572351,-96.989129
48,113,16605,6941,32.638915,-96.856336
48,113,16606,7138,32.631934,-96.891068
48,113,16607,3297,32.653563,-96.884721
48,113,16610,4796,32.610858,-96.832876
48,113,16611,6133,32.581645,-96.8406
48,113,16612,12568,32.58642,-96.884936
48,113,16615,3715,32.576478,-96.932762
48,113,16616,5567,32.566765,-96.948956
48,113,16617,4413,32.612988,-96.886874
48,113,16618,4518,32.607521,-96.864168
48,113,16619,3434,32.613131,-96.850439
48,113,16620,5412,32.597045,-96.84016
48,113,16621,5403,32.568102,-96.843067
48,113,16622,3539,32.554544,-96.837881
48,113,16623,5765,32.561916,-96.871997
48,113,16624,3479,32.576981,-96.919541
48,113,16625,8841,32.599625,-96.922364
48,113,16626,4658,32.584513,-96.937185
48,113,16701,6084,32.660702,-96.767854
48,113,16703,9729,32.623792,-96.79593
48,113,16704,4132,32.618308,-96.774439
48,113,16705,6742,32.608535,-96.78658
48,113,16802,3688,32.572985,-96.782949
48,113,16803,5781,32.598012,-96.767828
48,113,16804,7439,32.598012,-96.798751
48,113,16902,5563,32.649417,-96.707633
48,113,16903,5191,32.59418,-96.688133
48,113,17001,9090,32.64806,-96.571647
48,113,17003,9567,32.665709,-96.551914
48,113,17004,8357,32.687164,-96.575617
48,113,17101,5144,32.693065,-96.596042
48,113,17102,4786,32.672277,-96.639678
48,113,17201,5548,32.726549,-96.622701
48,113,17202,8477,32.723557,-96.611331
48,113,17301,6158,32.712237,-96.597
48,113,17303,7795,32.755993,-96.576522
48,113,17304,9322,32.748833,-96.558622
48,113,17305,9583,32.73284,-96.541322
48,113,17306,7635,32.72856,-96.585263
48,113,17400,5319,32.753701,-96.589688
48,113,17500,3837,32.756257,-96.606357
48,113,17602,4120,32.769067,-96.63866
48,113,17604,3172,32.741296,-96.618233
48,113,17605,3550,32.754291,-96.644524
48,113,17606,4914,32.75566,-96.627761
48,113,17702,7804,32.77908,-96.593526
48,113,17703,4661,32.783729,-96.616048
48,113,17704,6033,32.77736,-96.607482
48,113,17804,5976,32.797516,-96.640842
48,113,17805,5503,32.788011,-96.647567
48,113,17806,4745,32.800837,-96.656472
48,113,17807,5720,32.812954,-96.638918
48,113,17808,4600,32.828795,-96.605448
48,113,17811,4467,32.819195,-96.605428
48,113,17812,2412,32.817665,-96.620983
48,113,17813,6087,32.801307,-96.61776
48,113,17814,5302,32.80291,-96.604292
48,113,17900,5063,32.820424,-96.652733
48,113,18001,6183,32.833992,-96.644226
48,113,18002,3604,32.824955,-96.637912
48,113,18104,6579,32.793032,-96.572632
48,113,18105,6086,32.921777,-96.620335
48,113,18110,4813,32.878697,-96.606391
48,113,18111,6610,32.865885,-96.618138
48,113,18118,7493,32.860317,-96.592711
48,113,18120,4668,32.931765,-96.603206
48,113,18121,5294,32.919493,-96.604863
48,113,18122,13028,32.971224,-96.575979
48,113,18123,8497,32.939754,-96.610997
48,113,18124,17151,32.935026,-96.529903
48,113,18126,6536,32.858577,-96.631556
48,113,18127,3179,32.853602,-96.638758
48,113,18128,5577,32.853483,-96.605743
48,113,18129,4536,32.844186,-96.613795
48,113,18130,4152,32.839759,-96.627409
48,113,18132,5097,32.838948,-96.579
48,113,18133,3457,32.898196,-96.571362
48,113,18134,5421,32.901894,-96.52494
48,113,18135,3447,32.886464,-96.528654
48,113,18136,7761,32.885597,-96.567812
48,113,18137,4031,32.858927,-96.563856
48,113,18138,4076,32.849763,-96.582775
48,113,18139,7096,32.921338,-96.579565
48,113,18140,5377,32.918182,-96.562369
48,113,18141,3830,32.858789,-96.546431
48,113,18142,3287,32.846109,-96.561511
48,113,18203,6463,32.900095,-96.611428
48,113,18204,4712,32.90022,-96.625431
48,113,18205,4564,32.887456,-96.617359
48,113,18206,4683,32.885897,-96.626778
48,113,18300,7232,32.886507,-96.642267
48,113,18401,4731,32.872948,-96.654341
48,113,18402,3993,32.871565,-96.642134
48,113,18403,920,32.861541,-96.646114
48,113,18501,3709,32.886948,-96.65994
48,113,18503,4833,32.906833,-96.721745
48,113,18505,3190,32.906484,-96.714374
48,113,18506,3265,32.902727,-96.711552
48,113,18600,3531,32.90097,-96.65653
48,113,18700,6523,32.900629,-96.638732
48,113,18801,4301,32.924917,-96.641124
48,113,18802,835,32.912833,-96.642201
48,113,18900,6155,32.922475,-96.65595
48,113,19004,6611,32.925963,-96.696456
48,113,19013,5510,32.914082,-96.676652
48,113,19014,6971,32.923804,-96.675126
48,113,19016,3062,32.918696,-96.738718
48,113,19018,5013,32.925125,-96.713062
48,113,19019,6608,32.915563,-96.710006
48,113,19020,5046,32.939495,-96.673033
48,113,19021,7050,32.938477,-96.656098
48,113,19023,4826,32.953692,-96.689666
48,113,19024,4118,32.938696,-96.689425
48,113,19025,4967,32.946028,-96.629716
48,113,19026,5406,32.937981,-96.638047
48,113,19027,4950,32.954202,-96.652238
48,113,19028,3690,32.956458,-96.675265
48,113,19029,5905,32.948802,-96.666745
48,113,19031,6186,32.972604,-96.674795
48,113,19032,4178,32.920005,-96.692625
48,113,19033,4565,32.913581,-96.692032
48,113,19034,3975,32.920104,-96.727941
48,113,19035,4235,32.912159,-96.723611
48,113,19036,2792,32.976729,-96.692864
48,113,19037,3491,32.965717,-96.689943
48,113,19038,1015,32.977683,-96.712874
48,113,19039,6562,32.943468,-96.708822
48,113,19040,5951,32.934952,-96.726656
48,113,19041,2910,32.928968,-96.727127
48,113,19042,4527,32.971514,-96.65782
48,113,19043,7728,32.972009,-96.618991
48,113,19100,4865,32.947422,-96.722248
48,113,19202,4475,32.944487,-96.749753
48,113,19203,3617,32.956543,-96.743622
48,113,19204,8224,32.947097,-96.763839
48,113,19205,3257,32.970419,-96.762153
48,113,19206,5448,32.97408,-96.750911
48,113,19208,5504,32.931122,-96.764762
48,113,19210,3944,32.981369,-96.731643
48,113,19211,5146,32.968655,-96.733879
48,113,19212,3697,32.933806,-96.759867
48,113,19213,3247,32.93739,-96.756811
48,113,19301,2942,32.855991,-96.781723
48,113,19302,5215,32.844557,-96.781678
48,113,19400,3965,32.846328,-96.790446
48,113,19501,6569,32.85726,-96.799944
48,113,19502,4346,32.843874,-96.808108
48,113,19600,2265,32.831348,-96.787423
48,113,19700,2047,32.833719,-96.795121
48,113,19800,4252,32.829323,-96.812293
48,113,19900,4269,32.738152,-96.887618
48,113,20000,4262,32.979615,-97.003949
48,113,20100,2318,32.815573,-96.91105
48,113,20200,3678,32.679011,-96.750602
48,113,20300,2568,32.770707,-96.769261
48,113,20400,5518,32.77695,-96.786663
48,113,20500,4820,32.785475,-96.865451
48,113,20600,2462,32.872697,-96.823941
48,113,20700,5022,32.96689,-96.866492
48,113,980000,0,32.889235,-97.012816
48,113,980100,10,32.834627,-96.841367
48,115,950401,4158,32.746345,-101.955796
48,115,950402,4001,32.730297,-101.93848
48,115,950500,3839,32.727984,-101.962336
48,115,950600,1835,32.731585,-101.931025
48,117,950300,5854,34.833784,-102.401408
48,117,950400,5695,34.826012,-102.40064
48,117,950500,3981,34.815121,-102.402195
48,117,950600,3842,34.871295,-102.404928
48,119,950100,2973,33.377382,-95.715359
48,119,950200,2258,33.370892,-95.690447
48,121,20103,10076,33.336984,-96.978497
48,121,20104,3216,33.312713,-96.896087
48,121,20105,6094,33.227294,-96.919088
48,121,20106,5860,33.235327,-96.968784
48,121,20107,4957,33.202318,-96.985335
48,121,20108,8266,33.19796,-96.909559
48,121,20109,2185,33.191694,-96.871974
48,121,20110,5214,33.184791,-96.876855
48,121,20111,4008,33.17236,-96.872783
48,121,20112,2886,33.172727,-96.887681
48,121,20113,9273,33.175831,-96.910468
48,121,20114,8134,33.163879,-96.922793
48,121,20115,4853,33.166653,-96.978884
48,121,20202,9228,33.299031,-97.253662
48,121,20203,4847,33.354705,-97.170562
48,121,20204,3851,33.38797,-97.205334
48,121,20205,1800,33.323636,-97.085075
48,121,20303,10299,33.113926,-97.171415
48,121,20305,7277,33.005884,-97.167828
48,121,20306,6035,33.009635,-97.245976
48,121,20307,6886,33.01694,-97.206301
48,121,20308,10354,33.045148,-97.33148
48,121,20309,8315,33.137702,-97.300925
48,121,20310,2745,33.150182,-97.240839
48,121,20401,6622,33.253534,-97.178048
48,121,20402,4695,33.237328,-97.151898
48,121,20403,3969,33.223604,-97.145992
48,121,20503,5726,33.245313,-97.125488
48,121,20504,2804,33.26334,-97.121745
48,121,20505,6474,33.2428,-97.108588
48,121,20506,1888,33.252539,-97.080681
48,121,20601,4906,33.227971,-97.122665
48,121,20602,8716,33.221461,-97.104749
48,121,20700,3266,33.21681,-97.150392
48,121,20800,5082,33.199759,-97.150009
48,121,20900,4644,33.210164,-97.15708
48,121,21000,5724,33.206733,-97.147194
48,121,21100,2843,33.209444,-97.13827
48,121,21201,5638,33.197149,-97.097832
48,121,21202,4242,33.207174,-97.11838
48,121,21301,3368,33.197785,-97.127618
48,121,21303,6700,33.168541,-97.101665
48,121,21304,5561,33.174823,-97.130747
48,121,21305,3642,33.184878,-97.11914
48,121,21403,9615,33.12143,-97.033482
48,121,21404,7929,33.14934,-97.040116
48,121,21405,9371,33.19145,-97.069027
48,121,21406,6977,33.148386,-97.117136
48,121,21407,6413,33.147752,-97.096749
48,121,21408,6469,33.13636,-97.072347
48,121,21409,7887,33.149203,-97.070617
48,121,21502,4478,33.069366,-97.007302
48,121,21505,5628,33.07477,-97.033934
48,121,21512,4619,33.099468,-97.080634
48,121,21513,3544,33.089443,-97.045538
48,121,21514,4203,33.082499,-97.06171
48,121,21515,5792,33.140126,-96.9108
48,121,21516,6607,33.095662,-96.905153
48,121,21517,2557,33.064642,-96.911169
48,121,21518,3085,33.080068,-96.899364
48,121,21519,12177,33.085754,-96.87033
48,121,21520,3818,33.090357,-96.88169
48,121,21521,4241,33.095577,-96.886981
48,121,21522,723,33.117977,-96.873959
48,121,21523,3600,33.101699,-96.86404
48,121,21524,1775,33.111219,-96.857418
48,121,21525,8025,33.140817,-96.873411
48,121,21526,6031,33.165705,-96.85624
48,121,21527,6056,33.159527,-96.874934
48,121,21611,4000,32.99489,-96.89845
48,121,21612,3728,33.005149,-96.90468
48,121,21613,5356,33.003701,-96.892057
48,121,21614,3831,33.004663,-96.879476
48,121,21615,4710,32.995559,-96.878662
48,121,21616,4441,33.007249,-96.862385
48,121,21618,4169,33.04428,-96.997878
48,121,21619,2658,33.027317,-96.978657
48,121,21620,1654,33.00945,-96.965977
48,121,21621,3700,32.998901,-96.915158
48,121,21622,5223,33.009903,-96.922235
48,121,21623,5490,33.020773,-96.931171
48,121,21624,7187,33.02723,-96.938879
48,121,21625,3818,33.041707,-96.899372
48,121,21626,2091,33.066429,-96.850942
48,121,21627,6009,33.047592,-96.850976
48,121,21628,6443,33.031984,-96.876031
48,121,21629,5419,33.033724,-96.894171
48,121,21630,4832,33.020626,-96.908841
48,121,21631,5252,33.017434,-96.896066
48,121,21632,3463,33.016359,-96.860373
48,121,21633,4336,33.017861,-96.877862
48,121,21634,4800,33.005931,-96.852558
48,121,21635,4176,33.003613,-96.848208
48,121,21636,6507,32.992539,-96.848465
48,121,21637,4141,32.995629,-96.8616
48,121,21638,3984,32.99577,-96.869364
48,121,21715,4320,33.062181,-97.035597
48,121,21716,5333,33.052286,-97.021328
48,121,21717,5318,33.049688,-97.035948
48,121,21718,7561,33.093641,-97.121764
48,121,21719,4239,33.081704,-97.081028
48,121,21720,2914,33.0663,-97.053002
48,121,21721,3678,33.055581,-97.052139
48,121,21722,4050,33.04302,-97.055107
48,121,21723,1334,33.024037,-97.031637
48,121,21724,4051,33.026933,-97.051979
48,121,21725,3643,33.025247,-97.063083
48,121,21726,3096,33.016663,-97.056778
48,121,21727,4402,33.00593,-97.050972
48,121,21728,1710,32.996275,-97.020171
48,121,21729,2892,33.015499,-97.039553
48,121,21730,3637,33.015257,-97.026321
48,121,21731,3428,33.01135,-97.011745
48,121,21732,2131,33.013463,-96.998724
48,121,21733,2721,33.006691,-96.998154
48,121,21734,2771,33.012116,-96.990281
48,121,21735,3553,33.008599,-96.985045
48,121,21736,2017,33.000769,-96.984766
48,121,21737,4287,32.993451,-96.988387
48,121,21738,2388,32.997081,-96.974365
48,121,21739,3585,33.019206,-96.989203
48,121,21740,4764,33.022863,-96.999831
48,121,21741,1885,33.023808,-97.016838
48,121,21742,6220,33.033106,-97.030327
48,121,21743,3574,33.038855,-97.028127
48,121,21744,3352,33.0387,-97.012012
48,121,21745,5571,33.031921,-97.008094
48,121,21746,3588,33.062059,-97.103951
48,121,21747,3949,33.059563,-97.069191
48,121,21748,4067,33.043822,-97.080398
48,121,21749,3302,33.053799,-97.101244
48,121,21750,3890,33.026191,-97.093456
48,121,21751,4891,33.029132,-97.097808
48,121,21752,4801,33.025318,-97.085268
48,121,21753,5089,33.007271,-97.08106
48,121,21800,3796,33.101757,-96.847587
48,121,21900,4609,33.122095,-96.853032
48,123,970100,4006,29.271621,-97.169012
48,123,970200,5486,29.114639,-97.311599
48,123,970300,4193,29.089038,-97.257474
48,123,970400,3704,28.998987,-97.371264
48,123,970500,2708,28.983255,-97.538784
48,125,950300,2444,33.534982,-100.852578
48,127,950200,7715,28.529163,-99.85681
48,127,950400,2281,28.485059,-99.684944
48,129,950200,2057,34.936562,-100.893529
48,129,950300,1620,34.949063,-100.803913
48,131,950100,5314,27.759129,-98.249718
48,131,950200,3290,27.878304,-98.607707
48,131,950500,3178,27.527459,-98.397895
48,133,950100,2980,32.464739,-98.67277
48,133,950200,6116,32.398478,-98.805334
48,133,950300,5120,32.381268,-98.989176
48,133,950400,1932,32.132443,-98.992436
48,133,950500,2435,32.240737,-98.701544
48,135,100,3084,31.921775,-102.413663
48,135,300,1680,31.906644,-102.380954
48,135,400,4093,31.880288,-102.359808
48,135,500,4474,31.891175,-102.378767
48,135,600,5740,31.876711,-102.373955
48,135,700,5150,31.873739,-102.389427
48,135,800,3528,31.882031,-102.402708
48,135,1000,4666,31.856012,-102.402269
48,135,1100,6720,31.840867,-102.399475
48,135,1300,5160,31.857674,-102.387371
48,135,1500,4937,31.861586,-102.369135
48,135,1600,5945,31.864911,-102.355917
48,135,1700,6069,31.869745,-102.33526
48,135,1800,3022,31.840178,-102.347239
48,135,1900,5076,31.834862,-102.360812
48,135,2000,3501,31.832411,-102.376674
48,135,2200,3117,31.754491,-102.407305
48,135,2300,3477,31.877361,-102.322119
48,135,2400,5189,31.884875,-102.339718
48,135,2501,3440,31.936291,-102.392887
48,135,2502,5647,31.895469,-102.362214
48,135,2503,5067,31.898895,-102.347402
48,135,2700,9601,31.859126,-102.491517
48,135,2801,4086,31.805863,-102.50965
48,135,2802,9020,31.832157,-102.45771
48,135,2900,3368,31.887592,-102.30713
48,135,3000,8541,31.884485,-102.330066
48,135,3100,3732,31.84583,-102.381004
48,137,950300,2002,29.977801,-100.19957
48,139,60101,7626,32.526802,-96.690541
48,139,60102,7075,32.4604,-96.662273
48,139,60204,8596,32.532575,-96.855533
48,139,60206,5886,32.526871,-96.8114
48,139,60207,6300,32.523855,-96.778638
48,139,60208,3849,32.408521,-96.811407
48,139,60209,3764,32.495596,-96.875122
48,139,60210,1498,32.434305,-96.770895
48,139,60211,3103,32.444045,-96.90592
48,139,60212,4092,32.43881,-96.825925
48,139,60213,6460,32.474771,-96.799107
48,139,60214,7218,32.500916,-96.929362
48,139,60300,4236,32.396651,-96.832712
48,139,60400,4216,32.378338,-96.833164
48,139,60500,3196,32.386085,-96.858084
48,139,60600,8268,32.409465,-96.849111
48,139,60701,2047,32.500331,-97.012432
48,139,60702,3747,32.493748,-96.969931
48,139,60703,1862,32.514809,-96.99424
48,139,60801,6286,32.441303,-96.96995
48,139,60802,5978,32.445074,-97.007936
48,139,60803,1326,32.479249,-97.051484
48,139,60900,6086,32.335857,-96.99763
48,139,61000,4185,32.171859,-96.907455
48,139,61100,4573,32.328931,-96.859457
48,139,61200,2107,32.240804,-96.730654
48,139,61300,2292,32.332823,-96.694784
48,139,61400,7595,32.33715,-96.64649
48,139,61500,5338,32.314554,-96.627485
48,139,61600,6253,32.336014,-96.620532
48,139,61700,4552,32.339907,-96.549148
48,141,101,7464,31.884508,-106.426481
48,141,106,6081,31.92089,-106.42943
48,141,107,5807,31.920659,-106.413757
48,141,108,2505,31.918238,-106.403308
48,141,109,3867,31.91004,-106.415496
48,141,110,3571,31.903016,-106.415176
48,141,111,2587,31.906688,-106.437738
48,141,112,4594,31.905916,-106.428882
48,141,204,5283,31.890811,-106.402244
48,141,205,4248,31.885362,-106.412249
48,141,206,4787,31.874259,-106.414107
48,141,207,4761,31.904886,-106.395819
48,141,208,3429,31.923204,-106.384633
48,141,301,6417,31.85586,-106.43025
48,141,302,5626,31.861642,-106.418494
48,141,401,6253,31.852378,-106.459974
48,141,403,3373,31.859373,-106.445719
48,141,404,4316,31.864388,-106.436079
48,141,600,4727,31.830736,-106.448247
48,141,800,5916,31.817321,-106.451601
48,141,900,7871,31.809246,-106.460094
48,141,1001,3223,31.799976,-106.461529
48,141,1002,3845,31.800764,-106.450724
48,141,1104,7923,31.828676,-106.547394
48,141,1107,7034,31.856008,-106.545135
48,141,1109,4722,31.848366,-106.528305
48,141,1110,4684,31.833295,-106.519037
48,141,1111,4811,31.819061,-106.505824
48,141,1112,4841,31.847764,-106.549907
48,141,1113,7040,31.838982,-106.541617
48,141,1114,4988,31.81974,-106.529062
48,141,1115,3445,31.812888,-106.524154
48,141,1201,5657,31.852143,-106.57973
48,141,1202,4846,31.852951,-106.567124
48,141,1203,968,31.8211,-106.560813
48,141,1301,3585,31.853661,-106.594504
48,141,1302,7344,31.8258,-106.582742
48,141,1400,2232,31.792026,-106.518558
48,141,1501,5203,31.793815,-106.502728
48,141,1502,2779,31.77633,-106.498962
48,141,1600,4515,31.763841,-106.496522
48,141,1700,698,31.75953,-106.489122
48,141,1800,1369,31.751872,-106.487171
48,141,1900,2997,31.753302,-106.480752
48,141,2000,2171,31.754887,-106.475672
48,141,2100,3050,31.763799,-106.473502
48,141,2201,3372,31.778201,-106.479617
48,141,2202,4712,31.770257,-106.485237
48,141,2300,4863,31.78652,-106.467208
48,141,2400,3614,31.789479,-106.454655
48,141,2500,6084,31.791583,-106.440936
48,141,2600,3337,31.781448,-106.450655
48,141,2800,5732,31.77045,-106.460068
48,141,2900,1552,31.771986,-106.449066
48,141,3000,4188,31.765114,-106.435658
48,141,3100,3622,31.761529,-106.427148
48,141,3200,2774,31.774909,-106.417992
48,141,3300,5921,31.784459,-106.427759
48,141,3402,6496,31.785815,-106.402495
48,141,3403,5788,31.784479,-106.385199
48,141,3404,6362,31.78319,-106.368738
48,141,3501,2939,31.753583,-106.381391
48,141,3502,4923,31.734884,-106.358955
48,141,3601,4225,31.762478,-106.416982
48,141,3602,3043,31.762774,-106.408469
48,141,3701,4417,31.749717,-106.394515
48,141,3702,4738,31.741517,-106.383966
48,141,3801,5799,31.725482,-106.370114
48,141,3803,3250,31.7156,-106.35882
48,141,3804,3925,31.71201,-106.349674
48,141,3901,3950,31.701683,-106.33524
48,141,3902,2854,31.688036,-106.323564
48,141,3903,6921,31.692577,-106.339991
48,141,4002,8382,31.671643,-106.307542
48,141,4003,8507,31.704271,-106.305262
48,141,4004,5584,31.696687,-106.310608
48,141,4103,6939,31.721683,-106.325866
48,141,4104,6598,31.714176,-106.335574
48,141,4105,3799,31.73917,-106.348694
48,141,4106,5271,31.737935,-106.339165
48,141,4107,1459,31.734845,-106.330489
48,141,4201,6397,31.747183,-106.35766
48,141,4202,5958,31.759396,-106.365834
48,141,4303,5956,31.777409,-106.350925
48,141,4307,5548,31.760777,-106.309032
48,141,4309,4796,31.741629,-106.306782
48,141,4310,5269,31.793109,-106.342604
48,141,4311,4445,31.786038,-106.344102
48,141,4312,5300,31.760096,-106.334827
48,141,4313,3316,31.761864,-106.32388
48,141,4314,5459,31.759105,-106.296432
48,141,4316,6289,31.743358,-106.295733
48,141,4317,4263,31.767951,-106.36046
48,141,4318,3957,31.764218,-106.346991
48,141,4319,5709,31.760384,-106.284282
48,141,4320,3431,31.752556,-106.286304
48,141,10101,3673,31.82565,-106.401518
48,141,10102,4799,31.81517,-106.42086
48,141,10103,2550,31.800441,-106.426873
48,141,10203,4732,31.990151,-106.596879
48,141,10207,4803,31.943249,-106.382672
48,141,10210,5902,31.933273,-106.435329
48,141,10211,2930,31.942428,-106.448012
48,141,10212,5613,31.934479,-106.415007
48,141,10213,5740,31.87604,-106.536411
48,141,10214,6440,31.863971,-106.526536
48,141,10215,6597,31.873598,-106.566426
48,141,10216,7035,31.887269,-106.589736
48,141,10217,5023,31.871926,-106.55358
48,141,10218,2781,31.887336,-106.615779
48,141,10219,7642,31.86647,-106.610963
48,141,10220,4459,31.962355,-106.575489
48,141,10221,6752,31.931936,-106.5955
48,141,10222,2175,31.930084,-106.612383
48,141,10303,3489,31.790188,-106.327527
48,141,10307,6366,31.776613,-106.331347
48,141,10311,6997,31.795423,-106.313376
48,141,10312,4197,31.787373,-106.313072
48,141,10316,4418,31.777198,-106.317066
48,141,10317,4411,31.777555,-106.307673
48,141,10319,641,31.879817,-106.076408
48,141,10322,4861,31.796656,-106.293359
48,141,10323,4238,31.786758,-106.292347
48,141,10324,8836,31.785638,-106.275895
48,141,10325,8377,31.797954,-106.277247
48,141,10326,5015,31.772348,-106.293775
48,141,10327,3904,31.77952,-106.294003
48,141,10328,3825,31.772124,-106.277362
48,141,10329,5021,31.775437,-106.259359
48,141,10330,11245,31.787828,-106.253483
48,141,10331,9763,31.800702,-106.249816
48,141,10332,8500,31.67152,-106.1963
48,141,10333,4772,31.664343,-106.178523
48,141,10334,3469,31.641874,-106.20921
48,141,10335,3991,31.663131,-106.133314
48,141,10336,6638,31.746187,-106.275569
48,141,10337,6744,31.734644,-106.278443
48,141,10338,6989,31.722697,-106.280258
48,141,10339,8264,31.826215,-106.226541
48,141,10340,2265,31.843546,-106.149033
48,141,10341,16119,31.782042,-106.226574
48,141,10342,11505,31.711874,-106.226282
48,141,10343,6835,31.690634,-106.200667
48,141,10344,3430,31.80405,-106.154934
48,141,10345,6959,31.681164,-106.234046
48,141,10346,4445,31.666131,-106.269469
48,141,10347,4350,31.62917,-106.23629
48,141,10401,5981,31.646362,-106.29423
48,141,10404,4726,31.608617,-106.246104
48,141,10405,6261,31.612192,-106.281155
48,141,10406,4395,31.578685,-106.276717
48,141,10407,6341,31.590162,-106.261482
48,141,10408,4019,31.643056,-106.269665
48,141,10409,6377,31.662857,-106.283557
48,141,10501,4291,31.552564,-106.225968
48,141,10502,2281,31.526304,-106.163149
48,141,10504,1834,31.441544,-106.087109
48,141,10505,4000,31.500444,-106.150917
48,141,10506,3982,31.477975,-106.120584
48,141,10600,6146,31.838972,-106.443972
48,141,980000,2,31.823809,-106.341124
48,143,950100,3054,32.39472,-98.163497
48,143,950201,3455,32.243815,-98.147299
48,143,950202,6399,32.217694,-98.273313
48,143,950300,6193,32.091174,-98.343438
48,143,950400,6517,32.215211,-98.231757
48,143,950500,6967,32.225675,-98.214316
48,143,950600,3153,32.214526,-98.199235
48,143,950700,2152,32.079074,-98.070978
48,145,200,2937,31.308867,-97.093554
48,145,300,3708,31.314446,-96.892203
48,145,400,2220,31.298753,-96.887468
48,145,500,2244,31.196059,-97.06213
48,145,700,2765,31.094927,-96.971151
48,145,800,3992,31.306535,-96.858342
48,147,950100,2850,33.604099,-95.909718
48,147,950300,3095,33.601439,-96.323864
48,147,950401,4510,33.587627,-96.206792
48,147,950402,6442,33.59976,-96.176185
48,147,950500,2661,33.516131,-96.016424
48,147,950600,2386,33.536449,-96.200326
48,147,950701,4454,33.402114,-96.224566
48,147,950702,3103,33.42643,-96.33916
48,147,950800,4414,33.720479,-96.131123
48,149,970100,1964,30.074455,-96.726506
48,149,970200,2326,29.973864,-96.874799
48,149,970300,5812,29.907366,-96.874553
48,149,970400,3504,29.889068,-96.952817
48,149,970500,3847,29.720675,-97.104782
48,149,970600,5106,29.700895,-96.893766
48,149,970700,1995,29.909415,-96.676923
48,151,950300,1785,32.683604,-100.380454
48,151,950400,2189,32.847694,-100.441192
48,153,950500,2622,34.139707,-101.432708
48,153,950600,3824,33.976414,-101.337365
48,155,950100,1336,33.991937,-99.701195
48,157,670101,6801,29.590669,-95.457382
48,157,670102,3383,29.584872,-95.464278
48,157,670200,8322,29.594898,-95.475765
48,157,670300,3801,29.59917,-95.487841
48,157,670400,5058,29.607364,-95.500198
48,157,670500,4102,29.606481,-95.520302
48,157,670601,8975,29.590852,-95.516959
48,157,670602,1907,29.595655,-95.498081
48,157,670700,3382,29.569022,-95.487158
48,157,670800,14354,29.524715,-95.46991
48,157,670901,10214,29.550095,-95.526284
48,157,670902,5020,29.541872,-95.480164
48,157,671001,5412,29.57251,-95.551403
48,157,671002,6459,29.573685,-95.533263
48,157,671100,8174,29.592328,-95.548262
48,157,671200,6153,29.603976,-95.536253
48,157,671300,3834,29.610225,-95.554791
48,157,671400,8877,29.612476,-95.574584
48,157,671501,7785,29.59453,-95.573504
48,157,671502,1682,29.579489,-95.572776
48,157,671601,6631,29.598393,-95.605199
48,157,671602,3596,29.592445,-95.587272
48,157,671700,5103,29.614173,-95.593404
48,157,671800,3011,29.633286,-95.554086
48,157,671900,4130,29.65261,-95.589397
